occupation,preffered_label,esco_code
lehr kiln operative,glass annealer,8181.7
lehr operative,glass annealer,8181.7
glass annealer,glass annealer,8181.7
lehr kiln tender,glass annealer,8181.7
glass annealing kiln operative,glass annealer,8181.7
lehr tender,glass annealer,8181.7
lehr kiln operator,glass annealer,8181.7
pot annealer,glass annealer,8181.7
glass annealing kiln operator,glass annealer,8181.7
glass annealing oven worker,glass annealer,8181.7
glass moulder,glass forming machine operator,8181.8
glass forming machine operator,glass forming machine operator,8181.8
production machine operator,glass forming machine operator,8181.8
glass product production worker,glass forming machine operator,8181.8
glass molder,glass forming machine operator,8181.8
glass forming and finishing machine operator,glass forming machine operator,8181.8
glass forming machine worker,glass forming machine operator,8181.8
glass-blowing machine operator,glass forming machine operator,8181.8
glass forming machine operative,glass forming machine operator,8181.8
glass production operator,glass forming machine operator,8181.8
plate glass polisher,glass polisher,8181.9
glass polisher,glass polisher,8181.9
glass production polisher,glass polisher,8181.9
glass finisher,glass polisher,8181.9
glass grinder,glass polisher,8181.9
glass edge grinder,glass polisher,8181.9
boiler operator,boiler operator,8182.1
heating system operative,boiler operator,8182.1
heating system operator,boiler operator,8182.1
power plant worker,boiler operator,8182.1
steam heating operator,boiler operator,8182.1
steam power operator,boiler operator,8182.1
boiler worker,boiler operator,8182.1
boiler operative,boiler operator,8182.1
heating system maintenance worker,boiler operator,8182.1
power plant operative,boiler operator,8182.1
steam boiler operator,boiler operator,8182.1
boiler technician,boiler operator,8182.1
power plant operator,boiler operator,8182.1
boilerman,boiler operator,8182.1
boiler maintenance technician,boiler operator,8182.1
boiler tender,boiler operator,8182.1
boiler maintenance operator,boiler operator,8182.1
steam power plant operator,steam plant operator,8182.2
steam boiler operator,steam plant operator,8182.2
steam plant maintenance operator,steam plant operator,8182.2
steam plant operator,steam plant operator,8182.2
steam plant safety operator,steam plant operator,8182.2
steam jet refrigeration operator,steam plant operator,8182.2
steam power plant maintenance operator,steam plant operator,8182.2
steam heating operator,steam plant operator,8182.2
steam refrigeration operator,steam plant operator,8182.2
steam plant operative,steam plant operator,8182.2
steam power heating plant operator,steam plant operator,8182.2
steam plant worker,steam plant operator,8182.2
canner,canning and bottling line operator,8183.1
canning and bottling worker,canning and bottling line operator,8183.1
canning operative,canning and bottling line operator,8183.1
canning and bottling operative,canning and bottling line operator,8183.1
canning and bottling line operator,canning and bottling line operator,8183.1
cigar product brander,cigar brander,8183.2
cigar wrapping machine tender,cigar brander,8183.2
cigar wrapper tender,cigar brander,8183.2
cigar branding machine operator,cigar brander,8183.2
cigar brander operative,cigar brander,8183.2
branding machine operative,cigar brander,8183.2
branding machine operator,cigar brander,8183.2
machine operative cigar production,cigar brander,8183.2
cigar brander tender,cigar brander,8183.2
brander,cigar brander,8183.2
cigars brander,cigar brander,8183.2
cigar brander,cigar brander,8183.2
cigar producer,cigar brander,8183.2
cigar wrapping machine operative,cigar brander,8183.2
compressed gas cylinder filler,cylinder filler,8183.3
yardhand filler,cylinder filler,8183.3
fill operator,cylinder filler,8183.3
technician/fill operative,cylinder filler,8183.3
industrial filling plant operative,cylinder filler,8183.3
liquefied gas filler,cylinder filler,8183.3
cylinder operative,cylinder filler,8183.3
cylinder refiller,cylinder filler,8183.3
gas cylinder filler,cylinder filler,8183.3
industrial filling operative,cylinder filler,8183.3
yardhand/filler,cylinder filler,8183.3
technician/fill operator,cylinder filler,8183.3
gas cylinder operative,cylinder filler,8183.3
cylinder filler,cylinder filler,8183.3
filling plant operative,cylinder filler,8183.3
compressed gas filler,cylinder filler,8183.3
gas filling plant operative,cylinder filler,8183.3
cylinder refill operator,cylinder filler,8183.3
footwear finishing and packing operator,footwear finishing and packing operator,8183.4
heat seal machine tender,heat sealing machine operator,8183.5
heat sealing machine worker,heat sealing machine operator,8183.5
heat seal machine operative,heat sealing machine operator,8183.5
hot bar sealer setter,heat sealing machine operator,8183.5
impulse heat sealer operative,heat sealing machine operator,8183.5
heat seal machine setter,heat sealing machine operator,8183.5
impulse heat sealer setter,heat sealing machine operator,8183.5
heat seal machine operator,heat sealing machine operator,8183.5
heat seal operative,heat sealing machine operator,8183.5
heat sealing machine tender,heat sealing machine operator,8183.5
continuous heat sealer setter,heat sealing machine operator,8183.5
impulse heat sealer operator,heat sealing machine operator,8183.5
hot bar sealer operative,heat sealing machine operator,8183.5
continuous heat sealer tender,heat sealing machine operator,8183.5
hot bar sealer tender,heat sealing machine operator,8183.5
heat seal operator,heat sealing machine operator,8183.5
heat sealing machine operative,heat sealing machine operator,8183.5
continuous heat sealer operative,heat sealing machine operator,8183.5
hot bar sealer operator,heat sealing machine operator,8183.5
heat seal machine worker,heat sealing machine operator,8183.5
heat sealing machine operator,heat sealing machine operator,8183.5
continuous heat sealer operator,heat sealing machine operator,8183.5
impulse heat sealer tender,heat sealing machine operator,8183.5
heat sealing machine setter,heat sealing machine operator,8183.5
leather goods packing worker,leather goods packing operator,8183.6
leather goods packing attendant,leather goods packing operator,8183.6
packing worker,leather goods packing operator,8183.6
packing attendant,leather goods packing operator,8183.6
leather goods packing operator,leather goods packing operator,8183.6
packaging and filling machine operator,packaging and filling machine operator,8183.7
packaging and filling operator,packaging and filling machine operator,8183.7
packaging and filling operative,packaging and filling machine operator,8183.7
packaging and filling worker,packaging and filling machine operator,8183.7
packaging and filling machine worker,packaging and filling machine operator,8183.7
edge bander tender,edge bander operator,8189.1
edgebander setter,edge bander operator,8189.1
adhesive bonding machine worker,edge bander operator,8189.1
edge bander setter,edge bander operator,8189.1
adhesive bonding machine operator,edge bander operator,8189.1
adhesive bonding machine tender,edge bander operator,8189.1
banding machine worker,edge bander operator,8189.1
edge bander worker,edge bander operator,8189.1
adhesive bonding machine operative,edge bander operator,8189.1
banding machine operative,edge bander operator,8189.1
banding machine tender,edge bander operator,8189.1
banding machine operator,edge bander operator,8189.1
edgebander worker,edge bander operator,8189.1
banding machine setter,edge bander operator,8189.1
edgebander tender,edge bander operator,8189.1
edge bander operative,edge bander operator,8189.1
edgebander operative,edge bander operator,8189.1
adhesive bonding machine setter,edge bander operator,8189.1
edge bander operator,edge bander operator,8189.1
aluminium bending operator,slitter operator,8189.2
shearer,slitter operator,8189.2
slitting machinist,slitter operator,8189.2
slitting machine operative,slitter operator,8189.2
steel slitter operator,slitter operator,8189.2
steel slitter operative,slitter operator,8189.2
slitting line setter,slitter operator,8189.2
slitter tender,slitter operator,8189.2
slitting rewind machine operator,slitter operator,8189.2
slitting machine worker,slitter operator,8189.2
slitting machine setter,slitter operator,8189.2
slitting machine operator,slitter operator,8189.2
slitter setter,slitter operator,8189.2
splitter rewinder machine operator,slitter operator,8189.2
paper slitter operative,slitter operator,8189.2
slitting machine tender,slitter operator,8189.2
slitter operator,slitter operator,8189.2
slitter operative,slitter operator,8189.2
paper slitter operator,slitter operator,8189.2
aircraft mechanical systems installer,aircraft assembler,8211.1
aircraft assembler,aircraft assembler,8211.1
jet aircraft  assembler,aircraft assembler,8211.1
aircraft sub-assembly installer,aircraft assembler,8211.1
aeroplane assembler,aircraft assembler,8211.1
aircraft rigging assembler,aircraft assembler,8211.1
aircraft structure assembler,aircraft assembler,8211.1
flight control assembler,aircraft assembler,8211.1
helicopter assembler,aircraft assembler,8211.1
plane assembler,aircraft assembler,8211.1
flight control installer,aircraft assembler,8211.1
aircraft fuselage assembler,aircraft assembler,8211.1
military aircraft assembler,aircraft assembler,8211.1
aircraft wing assembler,aircraft assembler,8211.1
fixed wing aircraft,aircraft assembler,8211.1
aircraft fitter,aircraft assembler,8211.1
rotary aircraft engine builder,aircraft engine assembler,8211.1.1
piston aircraft engine builder,aircraft engine assembler,8211.1.1
plane engine builder,aircraft engine assembler,8211.1.1
light aircraft engine builder,aircraft engine assembler,8211.1.1
rotary aircraft engine assembler,aircraft engine assembler,8211.1.1
helicopter engine assembler,aircraft engine assembler,8211.1.1
helicopter engine builder,aircraft engine assembler,8211.1.1
jet aircraft engine builder,aircraft engine assembler,8211.1.1
aircraft engine assembler,aircraft engine assembler,8211.1.1
airplane engine assembler,aircraft engine assembler,8211.1.1
piston aircraft engine assembler,aircraft engine assembler,8211.1.1
military aircraft engine builder,aircraft engine assembler,8211.1.1
civilian aircraft engine builder,aircraft engine assembler,8211.1.1
plane engine assembler,aircraft engine assembler,8211.1.1
civilian aircraft engine assembler,aircraft engine assembler,8211.1.1
light aircraft engine assembler,aircraft engine assembler,8211.1.1
aeroplane engine builder,aircraft engine assembler,8211.1.1
jet aircraft engine assembler,aircraft engine assembler,8211.1.1
military aircraft engine assembler,aircraft engine assembler,8211.1.1
airplane engine builder,aircraft engine assembler,8211.1.1
aeroplane engine assembler,aircraft engine assembler,8211.1.1
sub assembler,industrial machinery assembler,8211.2
assembly line operator,industrial machinery assembler,8211.2
assembly worker,industrial machinery assembler,8211.2
manufacturing assembler,industrial machinery assembler,8211.2
machine assembly worker,industrial machinery assembler,8211.2
assembly line operative,industrial machinery assembler,8211.2
bench precision assembler,industrial machinery assembler,8211.2
industrial machinery assembly line inspector,industrial machinery assembler,8211.2
assembly line machine tender,industrial machinery assembler,8211.2
industrial machinery assembler,industrial machinery assembler,8211.2
final assembler,industrial machinery assembler,8211.2
machine assembler,industrial machinery assembler,8211.2
mechatronics fabricator,mechatronics assembler,8211.3
mechatronic equipment repairer,mechatronics assembler,8211.3
mechatronic equipment constructor,mechatronics assembler,8211.3
constructor of mechatronic equipment,mechatronics assembler,8211.3
mechatronic equipment assembler,mechatronics assembler,8211.3
assembler of mechatronic equipment,mechatronics assembler,8211.3
mechatronic assembly technician,mechatronics assembler,8211.3
mechatronic installer,mechatronics assembler,8211.3
robotic assembler,mechatronics assembler,8211.3
assembler in mechatronic equipment manufacture,mechatronics assembler,8211.3
mechatronic equipment supervisor,mechatronics assembler,8211.3
mechatronic equipment operator,mechatronics assembler,8211.3
robotic equipment operator,mechatronics assembler,8211.3
robotic fitter,mechatronics assembler,8211.3
mechatronics assembler,mechatronics assembler,8211.3
mechatronics installer,mechatronics assembler,8211.3
mechatronic equipment production assembler,mechatronics assembler,8211.3
mechatronics fitter,mechatronics assembler,8211.3
robotic equipment inspector,mechatronics assembler,8211.3
robotic equipment supervisor,mechatronics assembler,8211.3
mechatronic equipment inspector,mechatronics assembler,8211.3
mechatronic equipment fabricator,mechatronics assembler,8211.3
robotic equipment repairer,mechatronics assembler,8211.3
bicycle builder,motorcycle assembler,8211.4
motorbike builder,motorcycle assembler,8211.4
cycle builder,motorcycle assembler,8211.4
motorbike constructor,motorcycle assembler,8211.4
bike builder,motorcycle assembler,8211.4
scooter assembler,motorcycle assembler,8211.4
cycle assembler,motorcycle assembler,8211.4
scooter builder,motorcycle assembler,8211.4
moped constructor,motorcycle assembler,8211.4
scooter constructor,motorcycle assembler,8211.4
bike constructor,motorcycle assembler,8211.4
motorbike assembler,motorcycle assembler,8211.4
moped builder,motorcycle assembler,8211.4
bicycle constructor,motorcycle assembler,8211.4
moped assembler,motorcycle assembler,8211.4
motorcycle assembler,motorcycle assembler,8211.4
cycle constructor,motorcycle assembler,8211.4
motor vehicle assembly tester,motor vehicle assembler,8211.5
automobile assembler,motor vehicle assembler,8211.5
truck builder,motor vehicle assembler,8211.5
motor vehicle assembly  inspector,motor vehicle assembler,8211.5
car factory worker,motor vehicle assembler,8211.5
motor vehicle assemblies tester,motor vehicle assembler,8211.5
car assembler,motor vehicle assembler,8211.5
motor vehicle builder,motor vehicle assembler,8211.5
car production line worker,motor vehicle assembler,8211.5
lorry assembler,motor vehicle assembler,8211.5
car factory operative,motor vehicle assembler,8211.5
auto assembler,motor vehicle assembler,8211.5
lorry builder,motor vehicle assembler,8211.5
lorry production line worker,motor vehicle assembler,8211.5
motor vehicle assemblies inspector,motor vehicle assembler,8211.5
car builder,motor vehicle assembler,8211.5
motor vehicle assembler,motor vehicle assembler,8211.5
motor vehicle body builder,motor vehicle assembler,8211.5
truck production line worker,motor vehicle assembler,8211.5
vehicle production body assembler,motor vehicle body assembler,8211.5.1
bus body assembler,motor vehicle body assembler,8211.5.1
motor vehicle body assembler,motor vehicle body assembler,8211.5.1
car body assembler,motor vehicle body assembler,8211.5.1
lorry body assembler,motor vehicle body assembler,8211.5.1
truck body assembler,motor vehicle body assembler,8211.5.1
motorcycle body assembler,motor vehicle body assembler,8211.5.1
coach body assembler,motor vehicle body assembler,8211.5.1
petrol engine assembler,motor vehicle engine assembler,8211.5.2
hybrid engine builder,motor vehicle engine assembler,8211.5.2
lorry engine builder,motor vehicle engine assembler,8211.5.2
hybrid engine assembler,motor vehicle engine assembler,8211.5.2
electric engine builder,motor vehicle engine assembler,8211.5.2
petrol engine builder,motor vehicle engine assembler,8211.5.2
bus engine builder,motor vehicle engine assembler,8211.5.2
car engine builder,motor vehicle engine assembler,8211.5.2
bus engine assembler,motor vehicle engine assembler,8211.5.2
motor vehicle engine assembler,motor vehicle engine assembler,8211.5.2
diesel engine assembler,motor vehicle engine assembler,8211.5.2
diesel engine builder,motor vehicle engine assembler,8211.5.2
coach engine builder,motor vehicle engine assembler,8211.5.2
electric engine assembler,motor vehicle engine assembler,8211.5.2
car engine assembler,motor vehicle engine assembler,8211.5.2
truck engine assembler,motor vehicle engine assembler,8211.5.2
truck engine builder,motor vehicle engine assembler,8211.5.2
lorry engine assembler,motor vehicle engine assembler,8211.5.2
coach engine assembler,motor vehicle engine assembler,8211.5.2
gas  engine assembler,motor vehicle engine assembler,8211.5.2
gas  engine builder,motor vehicle engine assembler,8211.5.2
motor vehicle parts inspector,motor vehicle parts assembler,8211.5.3
automotive parts assembler,motor vehicle parts assembler,8211.5.3
motor vehicle parts tester,motor vehicle parts assembler,8211.5.3
auto parts assembler,motor vehicle parts assembler,8211.5.3
lorry parts assembler,motor vehicle parts assembler,8211.5.3
car parts assembler,motor vehicle parts assembler,8211.5.3
motor vehicle parts assembler,motor vehicle parts assembler,8211.5.3
rolling stock assembly worker,rolling stock assembler,8211.6
wagon assembly worker,rolling stock assembler,8211.6
locomotive assembler,rolling stock assembler,8211.6
railcar assembler,rolling stock assembler,8211.6
rolling stock assembler,rolling stock assembler,8211.6
railcar builder,rolling stock assembler,8211.6
carriage assembly worker,rolling stock assembler,8211.6
railway vehicle assembly worker,rolling stock assembler,8211.6
multiple unit assembly worker,rolling stock assembler,8211.6
railcar assembly worker,rolling stock assembler,8211.6
railway vehicle assembler,rolling stock assembler,8211.6
rail vehicle builder,rolling stock assembler,8211.6
carriage assembler,rolling stock assembler,8211.6
multiple unit assembler,rolling stock assembler,8211.6
multiple unit builder,rolling stock assembler,8211.6
wagon builder,rolling stock assembler,8211.6
wagon assembler,rolling stock assembler,8211.6
rail vehicle assembler,rolling stock assembler,8211.6
locomotive builder,rolling stock assembler,8211.6
locomotive assembly worker,rolling stock assembler,8211.6
carriage builder,rolling stock assembler,8211.6
rail vehicle assembly worker,rolling stock assembler,8211.6
railway vehicle builder,rolling stock assembler,8211.6
rolling stock builder,rolling stock assembler,8211.6
liquid natural gas engine assembler,vessel engine assembler,8211.7
LNG engine assembler,vessel engine assembler,8211.7
marine engine assembler/tester,vessel engine assembler,8211.7
two-stroke diesel engineer assembler,vessel engine assembler,8211.7
outboard motor assembler,vessel engine assembler,8211.7
boat engine assembler/tester,vessel engine assembler,8211.7
marine steam engine assembler,vessel engine assembler,8211.7
dual fuel engine assembler,vessel engine assembler,8211.7
nuclear reactor assembler,vessel engine assembler,8211.7
boat engine builder,vessel engine assembler,8211.7
gas turbine engine assembler,vessel engine assembler,8211.7
electric motor assembler,vessel engine assembler,8211.7
marine engine builder,vessel engine assembler,8211.7
marine engine assembler,vessel engine assembler,8211.7
vessel engine assembler,vessel engine assembler,8211.7
four-stroke diesel engine assembler,vessel engine assembler,8211.7
boat engine assembler,vessel engine assembler,8211.7
dental instrument production assembler,dental instrument assembler,8212.1
assembler in dental instrument production,dental instrument assembler,8212.1
dental device fabricator,dental instrument assembler,8212.1
dental device assembler,dental instrument assembler,8212.1
dental laser assembler,dental instrument assembler,8212.1
dental instrument technician,dental instrument assembler,8212.1
dental device maker,dental instrument assembler,8212.1
dental imaging device assembler,dental instrument assembler,8212.1
dental mirror  assembler,dental instrument assembler,8212.1
dental instrument assembly operative,dental instrument assembler,8212.1
dental probe assembler,dental instrument assembler,8212.1
dental drill assembler,dental instrument assembler,8212.1
dental instrument assembly technician,dental instrument assembler,8212.1
dental instrument assembly worker,dental instrument assembler,8212.1
assembler of dental equipment,dental instrument assembler,8212.1
assembly of dental instruments,dental instrument assembler,8212.1
dental equipment assembler,dental instrument assembler,8212.1
dental instrument assembly line worker,dental instrument assembler,8212.1
dental instruments maker,dental instrument assembler,8212.1
dental instruments fabricator,dental instrument assembler,8212.1
orthodontic instrument assembler,dental instrument assembler,8212.1
dental instrument assembler,dental instrument assembler,8212.1
dental instruments assembler,dental instrument assembler,8212.1
orthodontic instruments assembler,dental instrument assembler,8212.1
assembler of dental instruments,dental instrument assembler,8212.1
electrical equipment assembler,electrical equipment assembler,8212.2
assembler in electrical equipment production,electrical equipment assembler,8212.2
electrical products assembler,electrical equipment assembler,8212.2
electrical assembler,electrical equipment assembler,8212.2
electrical equipment production assembler,electrical equipment assembler,8212.2
electrical fabricator,electrical equipment assembler,8212.2
constructor of electrical equipment,electrical equipment assembler,8212.2
fabricator of electrical equipment,electrical equipment assembler,8212.2
assembler of electrical equipment,electrical equipment assembler,8212.2
electrical equipment constructor,electrical equipment assembler,8212.2
monitoring panel assembler,control panel assembler,8212.2.1
electrical control panel assembler,control panel assembler,8212.2.1
control panel assembler,control panel assembler,8212.2.1
fabricator of electrical control panels,control panel assembler,8212.2.1
panel board assembler,control panel assembler,8212.2.1
control panel fabricator,control panel assembler,8212.2.1
assembler of electrical control panels,control panel assembler,8212.2.1
control panel technician,control panel assembler,8212.2.1
control panel production assembler,control panel assembler,8212.2.1
panel wirer,control panel assembler,8212.2.1
assembler of control panels,control panel assembler,8212.2.1
fabricator of control panels,control panel assembler,8212.2.1
control panel assembly technician,control panel assembler,8212.2.1
electrical control panel technician,control panel assembler,8212.2.1
process control panel assembler,control panel assembler,8212.2.1
assembler of electrical cables,electrical cable assembler,8212.2.2
wire assembler,electrical cable assembler,8212.2.2
electrical cable assembler,electrical cable assembler,8212.2.2
cable assembler,electrical cable assembler,8212.2.2
electrical cable fabricator,electrical cable assembler,8212.2.2
assembler of electrical cable,electrical cable assembler,8212.2.2
cable and wire assembler,electrical cable assembler,8212.2.2
cable wiring operative,electrical cable assembler,8212.2.2
wire and cable assembler,electrical cable assembler,8212.2.2
cabling technician,electrical cable assembler,8212.2.2
cable harness assembler,wire harness assembler,8212.2.3
fabricator of cable harnesses,wire harness assembler,8212.2.3
fabricator of wire harnesses,wire harness assembler,8212.2.3
technician in wire harnesses,wire harness assembler,8212.2.3
wire harness fabricator,wire harness assembler,8212.2.3
cable harness fabricator,wire harness assembler,8212.2.3
wire harness technician,wire harness assembler,8212.2.3
wire harness assembler,wire harness assembler,8212.2.3
assembler of cable harnesses,wire harness assembler,8212.2.3
cable harness technician,wire harness assembler,8212.2.3
electronic equipment products assembler,electronic equipment assembler,8212.3
electronic assembler,electronic equipment assembler,8212.3
electronic equipment products wirer,electronic equipment assembler,8212.3
electronic equipment fabricator,electronic equipment assembler,8212.3
assembler of electronics,electronic equipment assembler,8212.3
electronic equipment products production operative,electronic equipment assembler,8212.3
electronics assembler,electronic equipment assembler,8212.3
electronic equipment production operative,electronic equipment assembler,8212.3
electrical and electronic equipment fabricator,electronic equipment assembler,8212.3
electrical and electronic equipment assembler,electronic equipment assembler,8212.3
electronic equipment assembler,electronic equipment assembler,8212.3
electronic equipment products assembly operative,electronic equipment assembler,8212.3
electronic equipment products assembly worker,electronic equipment assembler,8212.3
assembler of electronic equipment,electronic equipment assembler,8212.3
assembler electronic equipment products,electronic equipment assembler,8212.3
electronic equipment products production worker,electronic equipment assembler,8212.3
electronic equipment products wirer/assembler,electronic equipment assembler,8212.3
fabricator of electronic equipment,electronic equipment assembler,8212.3
electronic equipment production worker,electronic equipment assembler,8212.3
battery builder,battery assembler,8212.3.1
battery component assembler,battery assembler,8212.3.1
constructor of batteries,battery assembler,8212.3.1
battery production assembler,battery assembler,8212.3.1
assembler of battery components,battery assembler,8212.3.1
assembler of batteries,battery assembler,8212.3.1
battery assembly operative,battery assembler,8212.3.1
dry cell production operative,battery assembler,8212.3.1
battery assembler,battery assembler,8212.3.1
battery component welder,battery assembler,8212.3.1
welder specialised in battery components,battery assembler,8212.3.1
fabricator of batteries,battery assembler,8212.3.1
battery assembly operator,battery assembler,8212.3.1
battery production operator,battery assembler,8212.3.1
dry cell production operator,battery assembler,8212.3.1
battery maker,battery assembler,8212.3.1
battery assembly worker,battery assembler,8212.3.1
battery production operative,battery assembler,8212.3.1
battery constructor,battery assembler,8212.3.1
battery production worker,battery assembler,8212.3.1
battery welder,battery assembler,8212.3.1
battery component production assembler,battery assembler,8212.3.1
dry cell production worker,battery assembler,8212.3.1
battery fabricator,battery assembler,8212.3.1
electromechanical equipment products wirer,electromechanical equipment assembler,8212.3.2
electromechanical equipment products production operative,electromechanical equipment assembler,8212.3.2
electromechanical instrument assembler,electromechanical equipment assembler,8212.3.2
electromechanical equipment products wirer/assembler,electromechanical equipment assembler,8212.3.2
electromechanical equipment products assembly operative,electromechanical equipment assembler,8212.3.2
electromechanical equipment fabricator,electromechanical equipment assembler,8212.3.2
electromechanical equipment assembler,electromechanical equipment assembler,8212.3.2
electromechanical equipment production operative,electromechanical equipment assembler,8212.3.2
electromechanical equipment products assembler,electromechanical equipment assembler,8212.3.2
electromechanical instrument fabricator,electromechanical equipment assembler,8212.3.2
electromechanical equipment products assembly worker,electromechanical equipment assembler,8212.3.2
assembler electromechanical equipment products,electromechanical equipment assembler,8212.3.2
electromechanical assembler,electromechanical equipment assembler,8212.3.2
assembler of electromechanical equipment,electromechanical equipment assembler,8212.3.2
fabricator of electromechanical equipment,electromechanical equipment assembler,8212.3.2
assembler of electromechanical instruments,electromechanical equipment assembler,8212.3.2
electromechanical equipment products production worker,electromechanical equipment assembler,8212.3.2
assembler specialised in electromechanical equipment,electromechanical equipment assembler,8212.3.2
electro-mechanical equipment assembler,electromechanical equipment assembler,8212.3.2
assembler of electro-mechanical equipment,electromechanical equipment assembler,8212.3.2
electromechanical equipment production worker,electromechanical equipment assembler,8212.3.2
electronic musical instrument craftsman,electronic musical instrument maker,8212.3.3
electric keyboard builder,electronic musical instrument maker,8212.3.3
electronic musical instrument craftswoman,electronic musical instrument maker,8212.3.3
electronic musical instrument builder,electronic musical instrument maker,8212.3.3
electric keyboard maker,electronic musical instrument maker,8212.3.3
electric guitar maker,electronic musical instrument maker,8212.3.3
electronic musical instrument maker,electronic musical instrument maker,8212.3.3
electric guitar builder,electronic musical instrument maker,8212.3.3
electronic musical instrument craftsperson,electronic musical instrument maker,8212.3.3
projector assembler,photographic equipment assembler,8212.3.4
photographic equipment assembler,photographic equipment assembler,8212.3.4
photography equipment assembler,photographic equipment assembler,8212.3.4
assembler of photographic equipment,photographic equipment assembler,8212.3.4
assembler of photography equipment,photographic equipment assembler,8212.3.4
assembler of cameras,photographic equipment assembler,8212.3.4
camera assembler,photographic equipment assembler,8212.3.4
assembler of projectors,photographic equipment assembler,8212.3.4
video camera assembler,photographic equipment assembler,8212.3.4
assembler of photo equipment,photographic equipment assembler,8212.3.4
PCB assembly operative,printed circuit board assembler,8212.3.5
PCB fabricator,printed circuit board assembler,8212.3.5
printed circuit board fabricator,printed circuit board assembler,8212.3.5
PCB assembler,printed circuit board assembler,8212.3.5
THT operator,printed circuit board assembler,8212.3.5
through-hole technology assembler,printed circuit board assembler,8212.3.5
through-hole technology assembly operator,printed circuit board assembler,8212.3.5
assembler of printed circuit boards,printed circuit board assembler,8212.3.5
through-hole technology assembly operative,printed circuit board assembler,8212.3.5
printed circuit board assembler,printed circuit board assembler,8212.3.5
micro chip assembler,semiconductor processor,8212.3.6
microchip manufacturing technician,semiconductor processor,8212.3.6
integrated circuit operator,semiconductor processor,8212.3.6
assembler of semiconductors,semiconductor processor,8212.3.6
microchip assembler,semiconductor processor,8212.3.6
integrated circuit technician,semiconductor processor,8212.3.6
semiconductor packages sealer,semiconductor processor,8212.3.6
microchip fabricator,semiconductor processor,8212.3.6
semiconductor assembler,semiconductor processor,8212.3.6
semiconductor manufacturing technician,semiconductor processor,8212.3.6
semiconductor processing practitioner,semiconductor processor,8212.3.6
semi conductor processor,semiconductor processor,8212.3.6
semiconductor processor,semiconductor processor,8212.3.6
integrated circuit inspector,semiconductor processor,8212.3.6
semiconductor manufacturing inspector,semiconductor processor,8212.3.6
processors of semiconductors,semiconductor processor,8212.3.6
processor of semiconductors,semiconductor processor,8212.3.6
semi conductor manufacturing inspector,semiconductor processor,8212.3.6
soldering machine operative,surface-mount technology machine operator,8212.4
electronics surface mount soldering operative,surface-mount technology machine operator,8212.4
SMT machine operator,surface-mount technology machine operator,8212.4
operator of surface-mount technology machine,surface-mount technology machine operator,8212.4
surface mount technology machine operator,surface-mount technology machine operator,8212.4
operator of SMT machine,surface-mount technology machine operator,8212.4
surface-mount technology machine operator,surface-mount technology machine operator,8212.4
electronics surface mount soldering machine operator,surface-mount technology machine operator,8212.4
SMT operator,surface-mount technology machine operator,8212.4
wave soldering machine operator,wave soldering machine operator,8212.5
operator of wave soldering machine,wave soldering machine operator,8212.5
electronics solderer,wave soldering machine operator,8212.5
wave operator,wave soldering machine operator,8212.5
wave-soldering machine operative,wave soldering machine operator,8212.5
wave-soldering machine operator,wave soldering machine operator,8212.5
solderer of electronics,wave soldering machine operator,8212.5
wave soldering machine operative,wave soldering machine operator,8212.5
munitions plant operative,ammunition assembler,8219.1
ammunition factory operative,ammunition assembler,8219.1
explosives assembler,ammunition assembler,8219.1
munitions worker,ammunition assembler,8219.1
munitions assembly worker,ammunition assembler,8219.1
munitions factory worker,ammunition assembler,8219.1
ammunition worker,ammunition assembler,8219.1
ammunition components assembler,ammunition assembler,8219.1
ammunition factory  worker,ammunition assembler,8219.1
munitions plant worker,ammunition assembler,8219.1
ammunition assembly worker,ammunition assembler,8219.1
munitions production worker,ammunition assembler,8219.1
ammunition plant worker,ammunition assembler,8219.1
ammunition plant operative,ammunition assembler,8219.1
ammunition production worker,ammunition assembler,8219.1
munitions assembler,ammunition assembler,8219.1
pyrotechnics assembler,ammunition assembler,8219.1
ammunition assembler,ammunition assembler,8219.1
munitions factory operative,ammunition assembler,8219.1
shell maker,ammunition assembler,8219.1
rubber goods finisher,rubber goods assembler,8219.10
rubber goods finishing operator,rubber goods assembler,8219.10
rubber goods production operative,rubber goods assembler,8219.10
rubber goods assembler,rubber goods assembler,8219.10
rubber goods production assembler,rubber goods assembler,8219.10
rubber goods assembly worker,rubber goods assembler,8219.10
rubber products assembler,rubber goods assembler,8219.10
windows assembler,wood products assembler,8219.11
wood products maker,wood products assembler,8219.11
window assembler,wood products assembler,8219.11
wood products joiner,wood products assembler,8219.11
wood products fabricator,wood products assembler,8219.11
"assembler, wood products",wood products assembler,8219.11
cabinet assembler,wood products assembler,8219.11
stair assembler,wood products assembler,8219.11
wood products production worker,wood products assembler,8219.11
staircase assembler,wood products assembler,8219.11
door assembler,wood products assembler,8219.11
wood products assembly worker,wood products assembler,8219.11
wood products constructor,wood products assembler,8219.11
wood products assembler,wood products assembler,8219.11
wood products builder,wood products assembler,8219.11
tag-along maker,bicycle assembler,8219.2
pedal cycle assembler,bicycle assembler,8219.2
bike trailer maker,bicycle assembler,8219.2
mountain bike maker,bicycle assembler,8219.2
bicycle trailer assembler,bicycle assembler,8219.2
children's bicycle assembler,bicycle assembler,8219.2
cycle assembler,bicycle assembler,8219.2
bike assembler,bicycle assembler,8219.2
